OBJECTID,CODIGO_ACCIDENTADO,FORMULARIO,FECHA_OCURRENCIA_ACC,HORA_OCURRENCIA_ACC,ANO_OCURRENCIA_ACC,MES_OCURRENCIA_ACC,DIA_OCURRENCIA_ACC,FECHA_HORA_ACC,DIRECCION,CLASE_ACC,LOCALIDAD,CODIGO_VEHICULO,CONDICION,MUERTE_POSTERIOR,FECHA_POSTERIOR_MUERTE,GENERO,EDAD,CONDICION_A,x,y
796373,2545985,A000399935,1462942800000,05:00:00,2016,MAYO,MIERCOLES,1462960800000,AK 45-CL 183A 58,CHOQUE,USAQUEN,NA,PEATON,NA,NA,MASCULINO,71,PEATON,-74.044658857,4.760382963999973
796501,2531690,A000340579,1456549200000,18:45:00,2016,FEBRERO,SABADO,1456616700000,CL 59-KR 78F S 02,ATROPELLO,BOSA,NA,PEATON,S,1456981200000,FEMENINO,77,PEATON,-74.17997057500003,4.604591043000028
796952,2544779,A000347651,1462424400000,12:05:00,2016,MAYO,JUEVES,1462467900000,AV AVENIDA CIUDAD DE CALI-CL 13C 88,CHOQUE,KENNEDY,2,MOTOCICLISTA,N,NA,MASCULINO,22,MOTOCICLISTA,-74.14077690200003,4.6549490350000156
796956,2544783,A000347651,1462424400000,12:05:00,2016,MAYO,JUEVES,1462467900000,AV AVENIDA CIUDAD DE CALI-CL 13C 88,CHOQUE,KENNEDY,2,PASAJERO,NA,NA,FEMENINO,26,MOTOCICLISTA,-74.14077690200003,4.6549490350000156
797158,2546726,A000338953,1463288400000,01:00:00,2016,MAYO,DOMINGO,1463292000000,AV AVENIDA BOYACA-CL 97 02,CHOQUE,SUBA,1,MOTOCICLISTA,S,1463374800000,MASCULINO,27,MOTOCICLISTA,-74.08262997600002,4.697389112999986
797159,2546727,A000338953,1463288400000,01:00:00,2016,MAYO,DOMINGO,1463292000000,AV AVENIDA BOYACA-CL 97 02,CHOQUE,SUBA,1,PASAJERO,NA,NA,FEMENINO,19,MOTOCICLISTA,-74.08262997600002,4.697389112999986
797167,2546735,A000400269,1463288400000,05:45:00,2016,MAYO,DOMINGO,1463309100000,AK 30-CL 22 02,CHOQUE,PUENTE ARANDA,1,MOTOCICLISTA,N,NA,MASCULINO,19,MOTOCICLISTA,-74.0856,4.6218000000000075
797236,2545968,A000400110,1462942800000,10:20:00,2016,MAYO,MIERCOLES,1462980000000,AV AVENIDA PRIMERO DE MAYO-CL 50 S 02,ATROPELLO,KENNEDY,NA,PEATON,S,1463029200000,MASCULINO,84,PEATON,-74.16840000000002,4.613699999999994
797237,2545969,A000399936,1462942800000,12:40:00,2016,MAYO,MIERCOLES,1462988400000,CL 42B-KR 82 S 09,CHOQUE,KENNEDY,2,PASAJERO,NA,NA,SIN INFORMACION,3,MOTOCICLISTA,-74.16732307199999,4.627924516999997
797373,2546042,A000400198,1462942800000,15:20:00,2016,MAYO,MIERCOLES,1462998000000,AK 10-CL 13 S 52,ATROPELLO,SAN CRISTOBAL,NA,PEATON,S,1465707600000,MASCULINO,95,PEATON,-74.09089999999998,4.580499999999972
797457,2532596,A000339786,1457240400000,15:50:00,2016,MARZO,DOMINGO,1457297400000,CL 170-KR 12 10,ATROPELLO,USAQUEN,NA,PEATON,NA,NA,FEMENINO,57,PEATON,-74.03328280900001,4.748594449999985
797870,2546512,A000400260,1463029200000,04:30:00,2016,MAYO,JUEVES,1463045400000,AV AVENIDA CIUDAD DE CALI-CL 40B 02,ATROPELLO,KENNEDY,NA,PEATON,S,1463115600000,MASCULINO,16,PEATON,-74.165842048,4.6319894869999985
798034,2546666,A000400256,1463115600000,14:00:00,2016,MAYO,VIERNES,1463166000000,AK 7-CL 123A 48,CHOQUE,USAQUEN,NA,PEATON,S,1463374800000,MASCULINO,85,PEATON,-74.02895552400003,4.699200248000011
798058,2546744,A000400393,1463202000000,20:43:00,2016,MAYO,SABADO,1463276580000,KR 100-CL 16J 02,CHOQUE,FONTIBON,2,MOTOCICLISTA,N,NA,MASCULINO,28,MOTOCICLISTA,-74.14644094699997,4.67258586600002
798289,2546075,A000399995,1462942800000,09:10:00,2016,MAYO,MIERCOLES,1462975800000,KR 85A-CL 48A S 02,CHOQUE,KENNEDY,1,CICLISTA,S,1463202000000,MASCULINO,57,CICLISTA,-74.17483296500001,4.626079247000007
798432,2533520,A000342650,1457586000000,02:10:00,2016,MARZO,JUEVES,1457593800000,AK 45-CL 224 02,CHOQUE,USAQUEN,2,MOTOCICLISTA,N,NA,MASCULINO,29,MOTOCICLISTA,-74.03757292400002,4.802686608999977
798666,2547269,A000400638,1463461200000,05:30:00,2016,MAYO,MARTES,1463481000000,CL 60A-KR 19ABISB S 02,VOLCAMIENTO,CIUDAD BOLIVAR,1,CICLISTA,N,NA,MASCULINO,41,CICLISTA,-74.13940000000002,4.5622000000000185
799075,2548550,A000400162,1463979600000,09:30:00,2016,MAYO,LUNES,1464013800000,AK 45-CL 224 60,ATROPELLO,USAQUEN,NA,PEATON,NA,NA,MASCULINO,69,PEATON,-74.03770724999998,4.801840980000009
799472,2533669,A000343534,1457586000000,06:15:00,2016,MARZO,JUEVES,1457608500000,AC 13-KR 79 05,CHOQUE,KENNEDY,1,MOTOCICLISTA,S,1457586000000,MASCULINO,53,MOTOCICLISTA,-74.13510000000002,4.649900000000002
799624,2548177,A000400771,1463720400000,22:15:00,2016,MAYO,VIERNES,1463800500000,AC 6-KR 78B 02,ATROPELLO,KENNEDY,NA,PEATON,NA,NA,MASCULINO,24,PEATON,-74.14577795600002,4.63112225399999
799976,2549471,A000401881,1464238800000,15:35:00,2016,MAYO,JUEVES,1464294900000,AC 80-KR 114 67,CHOQUE,ENGATIVA,2,MOTOCICLISTA,N,NA,MASCULINO,32,MOTOCICLISTA,-74.12250006800002,4.723565963999988
799985,2549479,A000401880,1463720400000,02:15:00,2016,MAYO,VIERNES,1463728500000,KR 112-CL 64A 08,VOLCAMIENTO,ENGATIVA,1,MOTOCICLISTA,N,NA,MASCULINO,23,MOTOCICLISTA,-74.13434769499997,4.703677702999983
800260,2535301,A000342836,1458277200000,23:35:00,2016,MARZO,VIERNES,1458362100000,AV AVENIDA LUIS CARLOS GALAN-AV AVENIDA BOYACA 02,ATROPELLO,FONTIBON,NA,PEATON,S,1458795600000,MASCULINO,29,PEATON,-74.116149984,4.661777902999972
800270,2535311,A000344099,1458363600000,18:40:00,2016,MARZO,SABADO,1458430800000,AV AVENIDA CENTENARIO-KR 137 02,ATROPELLO,FONTIBON,NA,PEATON,S,1458450000000,MASCULINO,49,PEATON,-74.16978707999999,4.694979950000004
800342,2535382,A000344287,1458450000000,03:30:00,2016,MARZO,DOMINGO,1458462600000,AV AVENIDA BOYACA-CL 69 S 02,CHOQUE,USME,2,PASAJERO,S,1458622800000,MASCULINO,22,PASAJERO,-74.12349999999998,4.5219000000000165
800660,2549228,A000400271,1464152400000,07:15:00,2016,MAYO,MIERCOLES,1464178500000,DG 68-KR 71B S 02,CHOQUE,CIUDAD BOLIVAR,1,CICLISTA,N,NA,MASCULINO,21,CICLISTA,-74.16338234800003,4.584024720000002
801171,2535328,A000343742,1458536400000,18:52:00,2016,MARZO,LUNES,1458604320000,KR 7-CL 77 02,ATROPELLO,CHAPINERO,NA,PEATON,NA,NA,FEMENINO,58,PEATON,-74.05220019799998,4.659426525000015
801235,2535393,A000344200,1458363600000,12:30:00,2016,MARZO,SABADO,1458408600000,CL 80-KR 112A 02,ATROPELLO,ENGATIVA,NA,PEATON,S,1458622800000,FEMENINO,51,PEATON,-74.11962951599997,4.719475437000028
801315,2536316,A000344330,1458795600000,22:14:00,2016,MARZO,JUEVES,1458875640000,KR 33-DG 41 S 02,ATROPELLO,RAFAEL URIBE URIBE,NA,PEATON,S,1458882000000,FEMENINO,22,PEATON,-74.12549999999999,4.5878999999999905
801722,2550238,A000401771,1464670800000,10:38:00,2016,MAYO,MARTES,1464709080000,KR 78B-CL 36 S 02,ATROPELLO,KENNEDY,NA,PEATON,S,1464670800000,MASCULINO,76,PEATON,-74.15025617200001,4.622671584999978
801754,2550268,A000400163,1464670800000,06:15:00,2016,MAYO,MARTES,1464693300000,AV AVENIDA CIUDAD DE CALI-CL 51B S 02,CHOQUE,BOSA,2,CICLISTA,N,NA,MASCULINO,45,CICLISTA,-74.17869274700001,4.6243894539999815
802044,2551326,A000400990,1465016400000,20:40:00,2016,JUNIO,SABADO,1465090800000,KR 33-CL 38A S 12,CHOQUE,RAFAEL URIBE URIBE,1,MOTOCICLISTA,N,NA,MASCULINO,22,MOTOCICLISTA,-74.1248,4.588399999999979
802133,2536984,A000344603,1459314000000,00:30:00,2016,MARZO,MIERCOLES,1459315800000,AV AVENIDA DE LAS AMERICAS-KR 60 34,VOLCAMIENTO,PUENTE ARANDA,1,MOTOCICLISTA,N,NA,MASCULINO,27,MOTOCICLISTA,-74.11589657100001,4.6285903699999835
802135,2536986,A000344603,1459314000000,00:30:00,2016,MARZO,MIERCOLES,1459315800000,AV AVENIDA DE LAS AMERICAS-KR 60 34,VOLCAMIENTO,PUENTE ARANDA,1,PASAJERO,NA,NA,FEMENINO,27,MOTOCICLISTA,-74.11589657100001,4.6285903699999835
802556,2550918,A000400989,1464843600000,21:28:00,2016,JUNIO,JUEVES,1464920880000,AV AVENIDA CARACAS-CL 60 02,ATROPELLO,TEUSAQUILLO,NA,PEATON,NA,NA,MASCULINO,51,PEATON,-74.065230552,4.646997718000023
802572,2550933,A000400270,1464843600000,19:30:00,2016,JUNIO,JUEVES,1464913800000,DG 45B-TR 13G S 02,CHOQUE,RAFAEL URIBE URIBE,2,MOTOCICLISTA,N,NA,MASCULINO,21,MOTOCICLISTA,-74.12132154599999,4.570844389000001
802581,2550216,A000402343,1464670800000,11:00:00,2016,MAYO,MARTES,1464710400000,CL 51-KR 12 S 02,ATROPELLO,TUNJUELITO,NA,PEATON,S,1464843600000,FEMENINO,41,PEATON,-74.124243895,4.560724746000005
802643,2550275,A000400165,1464670800000,14:00:00,2016,MAYO,MARTES,1464721200000,CL 46B-KR 82 S 56,ATROPELLO,KENNEDY,NA,PEATON,NA,NA,MASCULINO,82,PEATON,-74.17243371699999,4.625255697
802652,2550284,A000400268,1464670800000,18:50:00,2016,MAYO,MARTES,1464738600000,AV AVENIDA BOYACA-KR 24 02,VOLCAMIENTO,TUNJUELITO,1,MOTOCICLISTA,N,NA,MASCULINO,33,MOTOCICLISTA,-74.13999999999999,4.574200000000019
802768,2551172,A000402644,1464930000000,08:50:00,2016,JUNIO,VIERNES,1464961800000,AV AVENIDA BOYACA-CL 64 S 36,CHOQUE,CIUDAD BOLIVAR,2,MOTOCICLISTA,N,NA,MASCULINO,46,MOTOCICLISTA,-74.13753974999997,4.555299225999988
802773,2551177,A000401772,1464930000000,23:20:00,2016,JUNIO,VIERNES,1465014000000,KR 13-CL 43A ES 35,CHOQUE,RAFAEL URIBE URIBE,1,CICLISTA,S,1465016400000,MASCULINO,36,CICLISTA,-74.11739999999998,4.569999999999993
802957,2537878,A000344414,1459573200000,05:00:00,2016,ABRIL,SABADO,1459591200000,KR 7-CL 61 02,ATROPELLO,CHAPINERO,NA,PEATON,S,1464670800000,MASCULINO,76,PEATON,-74.06071415600002,4.646322112000007
803074,2523627,A000279288,1452834000000,04:20:00,2016,ENERO,VIERNES,1452849600000,KR 81-CL 71D S 15,ATROPELLO,BOSA,NA,PEATON,S,1452834000000,MASCULINO,59,PEATON,-74.19516770199999,4.610054967999986
803113,2522809,A000281110,1452315600000,13:05:00,2016,ENERO,SABADO,1452362700000,AC 80-KR 72 02,CHOQUE,ENGATIVA,1,PASAJERO,NA,NA,MASCULINO,42,MOTOCICLISTA,-74.08952914899999,4.695739417000027
803673,2537658,A000343743,1459659600000,01:40:00,2016,ABRIL,DOMINGO,1459665600000,AC 63-KR 105 02,VOLCAMIENTO,ENGATIVA,1,MOTOCICLISTA,N,NA,MASCULINO,22,MOTOCICLISTA,-74.126386378,4.696325334999983
803677,2537662,A000345409,1459573200000,19:00:00,2016,ABRIL,SABADO,1459641600000,AV AVENIDA DE LAS AMERICAS-KR 69C 02,ATROPELLO,KENNEDY,NA,PEATON,S,1460782800000,MASCULINO,18,PEATON,-74.129802601,4.629771779000009
803719,2538610,A000342651,1460005200000,00:45:00,2016,ABRIL,JUEVES,1460007900000,KR 56-CL 159 02,CHOQUE,SUBA,2,CICLISTA,N,NA,MASCULINO,27,CICLISTA,-74.05920076500001,4.741733721999992
803864,2538750,A000345606,1459918800000,16:30:00,2016,ABRIL,MIERCOLES,1459978200000,CL 43-KR 81A 02,ATROPELLO,KENNEDY,NA,PEATON,S,1460005200000,FEMENINO,70,PEATON,-74.16768320099999,4.624010243999976
803935,2551390,A000402643,1464498000000,20:00:00,2016,MAYO,DOMINGO,1464570000000,CL 124A-KR 93A 02,ATROPELLO,SUBA,NA,PEATON,NA,NA,MASCULINO,60,PEATON,-74.091717572,4.724833660000002
803946,2551400,A000402726,1465189200000,09:50:00,2016,JUNIO,LUNES,1465224600000,AV AVENIDA BOYACA-KR 4D 02,CHOQUE,CIUDAD BOLIVAR,2,MOTOCICLISTA,N,NA,MASCULINO,20,MOTOCICLISTA,-74.12658396199998,4.528372049999973
804036,2524555,A000339081,1453611600000,18:20:00,2016,ENERO,DOMINGO,1453677600000,CL 53-KR 19B S 02,CAIDA DE OCUPANTE,TUNJUELITO,1,PASAJERO,S,1453784400000,MASCULINO,60,PASAJERO,-74.131686489,4.568979726000009
804407,2537517,A000345284,1459486800000,11:14:00,2016,ABRIL,VIERNES,1459527240000,CL 139-KR 148B 15,ATROPELLO,SUBA,NA,PEATON,NA,NA,MASCULINO,71,PEATON,-74.11998638099999,4.747467663000009
804611,2538563,A000343849,1459918800000,15:40:00,2016,ABRIL,MIERCOLES,1459975200000,AC 19-KR 22 02,ATROPELLO,LOS MARTIRES,NA,PEATON,NA,NA,MASCULINO,86,PEATON,-74.08380478200002,4.614410193000026
804844,2539689,A000346033,1460437200000,16:30:00,2016,ABRIL,MARTES,1460496600000,AV AVENIDA PRIMERO DE MAYO-CL 38C S 40,ATROPELLO,KENNEDY,NA,PEATON,S,1460523600000,MASCULINO,83,PEATON,-74.15033202299998,4.617610177000017
804956,2525437,A000339418,1453957200000,08:50:00,2016,ENERO,JUEVES,1453989000000,AV AVENIDA BOYACA-CL 12B 02,CHOQUE,KENNEDY,1,MOTOCICLISTA,N,NA,MASCULINO,24,MOTOCICLISTA,-74.13017384599999,4.646041823000019
804969,2525449,A13156,1453957200000,11:52:00,2016,ENERO,JUEVES,1453999920000,CL 128B-KR 88 03,ATROPELLO,SUBA,NA,PEATON,NA,NA,FEMENINO,19,PEATON,-74.08756688,4.720889709000005
804977,2525457,A000280494,1454043600000,03:45:00,2016,ENERO,VIERNES,1454057100000,AV AVENIDA CIUDAD DE CALI-CL 64HBIS 02,VOLCAMIENTO,ENGATIVA,1,MOTOCICLISTA,N,NA,MASCULINO,42,MOTOCICLISTA,-74.11156252900003,4.686942590000001
805096,2525571,A000339376,1453870800000,23:15:00,2016,ENERO,MIERCOLES,1453954500000,KR 17-CL 19 30,ATROPELLO,LOS MARTIRES,NA,PEATON,S,1454302800000,MASCULINO,57,PEATON,-74.07889999999998,4.610799999999983
805204,2539133,A000345262,1460178000000,12:11:00,2016,ABRIL,SABADO,1460221860000,AV AVENIDA PRIMERO DE MAYO-KR 52B 10,CAIDA DE OCUPANTE,PUENTE ARANDA,1,PASAJERO,S,1460264400000,FEMENINO,68,PASAJERO,-74.126850547,4.607248432999995
805805,2540615,A000345451,1460869200000,13:00:00,2016,ABRIL,DOMINGO,1460916000000,AV AVENIDA BOYACA-CL 60 S 02,CHOQUE,CIUDAD BOLIVAR,2,MOTOCICLISTA,S,1460955600000,MASCULINO,44,MOTOCICLISTA,-74.13869999399998,4.562295348000021
805827,2525425,A000282647,1453957200000,09:30:00,2016,ENERO,JUEVES,1453991400000,KR 91-CL 91 20,CHOQUE,ENGATIVA,2,CICLISTA,S,1453957200000,MASCULINO,25,CICLISTA,-74.096754304,4.714090863000024
805863,2526329,A000281446,1454389200000,11:00:00,2016,FEBRERO,MARTES,1454428800000,CL 138B-KR 72A 02,CHOQUE,SUBA,2,CICLISTA,S,1454648400000,MASCULINO,59,CICLISTA,-74.06945400400002,4.7305445019999866
806036,2526497,A000339901,1454475600000,16:30:00,2016,FEBRERO,MIERCOLES,1454535000000,KR 15-CL 47A ES 67,CHOQUE,SAN CRISTOBAL,2,MOTOCICLISTA,N,NA,MASCULINO,17,MOTOCICLISTA,-74.08375858699998,4.536452404999977
806055,2539107,A000343997,1458795600000,20:40:00,2016,MARZO,JUEVES,1458870000000,CL 76BISA-KR 103 02,CHOQUE,ENGATIVA,2,MOTOCICLISTA,N,NA,MASCULINO,20,MOTOCICLISTA,-74.116000805,4.709111851999978
806056,2539108,A000343997,1458795600000,20:40:00,2016,MARZO,JUEVES,1458870000000,CL 76BISA-KR 103 02,CHOQUE,ENGATIVA,2,PASAJERO,NA,NA,FEMENINO,15,MOTOCICLISTA,-74.116000805,4.709111851999978
806059,2539111,A000344533,1459227600000,19:30:00,2016,MARZO,MARTES,1459297800000,AV AVENIDA SUBA-CL 129 02,CHOQUE,SUBA,1,MOTOCICLISTA,N,NA,FEMENINO,26,MOTOCICLISTA,-74.07488223799999,4.721103917999983
806112,2539158,A000345096,1460264400000,15:00:00,2016,ABRIL,DOMINGO,1460318400000,CL 138-KR 54D 02,CHOQUE,SUBA,NA,PEATON,S,1460350800000,SIN INFORMACION,NA,PEATON,-74.059020116,4.7260974449999935
806114,2539160,A000345898,1460264400000,00:30:00,2016,ABRIL,DOMINGO,1460266200000,AV AVENIDA DEL SUR-CL 29A 75,ATROPELLO,PUENTE ARANDA,NA,PEATON,S,1460264400000,MASCULINO,40,PEATON,-74.11661908299999,4.595272034999994
806218,2540118,A000346432,1460610000000,19:45:00,2016,ABRIL,JUEVES,1460681100000,AV AVENIDA PRIMERO DE MAYO-KR 12 10,CHOQUE,ANTONIO NARINO,2,CICLISTA,S,1460869200000,MASCULINO,52,CICLISTA,-74.09784416899998,4.578244729999994
806250,2540148,A000345962,1460523600000,19:15:00,2016,ABRIL,MIERCOLES,1460592900000,KR 74A-CL 74A 02,CHOQUE,ENGATIVA,2,MOTOCICLISTA,S,1461214800000,MASCULINO,24,MOTOCICLISTA,-74.095624692,4.691656570000021
806516,2540393,A000344391,1460696400000,19:35:00,2016,ABRIL,VIERNES,1460766900000,AV AVENIDA SUBA-CL 104 94,CHOQUE,SUBA,2,CICLISTA,N,NA,MASCULINO,44,CICLISTA,-74.066254222,4.6918839809999895
806519,2540453,A000339902,1454648400000,16:00:00,2016,FEBRERO,VIERNES,1454706000000,AV AVENIDA CIUDAD DE CALI-CL 9 07,CHOQUE,KENNEDY,1,MOTOCICLISTA,N,NA,MASCULINO,23,MOTOCICLISTA,-74.14695745699998,4.649353464000001
806624,2541384,A000345412,1461128400000,19:30:00,2016,ABRIL,MIERCOLES,1461198600000,KR 72-CL 13 02,ATROPELLO,FONTIBON,NA,PEATON,S,1461128400000,SIN INFORMACION,NA,PEATON,-74.12630000000001,4.649099999999976
806639,2540571,A000346656,1460782800000,04:40:00,2016,ABRIL,SABADO,1460799600000,AV AVENIDA CIUDAD DE CALI-CL 6D 02,CHOQUE,KENNEDY,NA,PEATON,S,1460955600000,MASCULINO,25,PEATON,-74.15348923200003,4.643065874999991
806699,2540626,A000346730,1460782800000,16:00:00,2016,ABRIL,SABADO,1460840400000,KR 97-CL 16I 02,CHOQUE,FONTIBON,2,CICLISTA,S,1465534800000,MASCULINO,67,CICLISTA,-74.14506742600003,4.669876375000001
806777,2527210,A000340442,1454907600000,01:20:00,2016,FEBRERO,LUNES,1454912400000,AK 30-CL 60 02,CHOQUE,TEUSAQUILLO,1,MOTOCICLISTA,N,NA,MASCULINO,29,MOTOCICLISTA,-74.07844926199999,4.65026685700002
806936,2526513,A000340117,1454475600000,17:56:00,2016,FEBRERO,MIERCOLES,1454540160000,AV AVENIDA CARACAS-KR 11B 15,CHOQUE,TUNJUELITO,2,MOTOCICLISTA,S,1454562000000,MASCULINO,43,MOTOCICLISTA,-74.12419999999997,4.5604999999999905
806941,2526517,A000340117,1454475600000,17:56:00,2016,FEBRERO,MIERCOLES,1454540160000,AV AVENIDA CARACAS-KR 11B 15,CHOQUE,TUNJUELITO,2,PASAJERO,NA,NA,MASCULINO,8,MOTOCICLISTA,-74.12419999999997,4.5604999999999905
806977,2527401,A000339705,1454907600000,07:47:00,2016,FEBRERO,LUNES,1454935620000,CL 58D-KR 51 S 10,ATROPELLO,CIUDAD BOLIVAR,NA,PEATON,NA,NA,MASCULINO,28,PEATON,-74.153313234,4.582411804000003
807104,2540955,A000344950,1460955600000,17:00:00,2016,ABRIL,LUNES,1461016800000,KR 9-CL 44 ES 02,ATROPELLO,SAN CRISTOBAL,NA,PEATON,NA,NA,SIN INFORMACION,NA,PEATON,-74.08959186099997,4.544439994000015
807273,2541108,A000347010,1461042000000,21:15:00,2016,ABRIL,MARTES,1461118500000,AV AVENIDA PRIMERO DE MAYO-KR 12H 65,ATROPELLO,RAFAEL URIBE URIBE,NA,PEATON,S,1461128400000,SIN INFORMACION,NA,PEATON,-74.10120158799998,4.580302963999998
807413,2540409,A000346516,1460696400000,21:50:00,2016,ABRIL,VIERNES,1460775000000,KR 6-CL 40BIS ES 02,CHOQUE,SAN CRISTOBAL,2,MOTOCICLISTA,S,1460782800000,MASCULINO,24,MOTOCICLISTA,-74.091305536,4.5501280560000055
807597,2542324,A000347456,1461474000000,16:30:00,2016,ABRIL,DOMINGO,1461533400000,KR 73-CL 62D S 02,CHOQUE,CIUDAD BOLIVAR,2,MOTOCICLISTA,S,1461646800000,MASCULINO,29,MOTOCICLISTA,-74.16898125799997,4.589344557999993
807612,2542338,A000346411,1461560400000,11:45:00,2016,ABRIL,LUNES,1461602700000,KR 26-CL 42 S 02,ATROPELLO,RAFAEL URIBE URIBE,NA,PEATON,S,1462165200000,MASCULINO,36,PEATON,-74.12506009700002,4.582329608000009
807621,2542347,A000347216,1461560400000,10:00:00,2016,ABRIL,LUNES,1461596400000,KR 7-CL 106 S 02,ATROPELLO,USME,NA,PEATON,S,1461733200000,MASCULINO,60,PEATON,-74.115981836,4.493555436000008
807841,2528227,A000339756,1455253200000,17:30:00,2016,FEBRERO,VIERNES,1455316200000,CL 80-KR 114 02,CHOQUE,ENGATIVA,1,PASAJERO,S,1455858000000,FEMENINO,25,MOTOCICLISTA,-74.121347033,4.722220832999994
807887,2528272,A000284745,1455253200000,16:20:00,2016,FEBRERO,VIERNES,1455312000000,CL 13-KR 52 80,ATROPELLO,PUENTE ARANDA,NA,PEATON,S,1455253200000,MASCULINO,58,PEATON,-74.10873920400002,4.628494207000017
807997,2540967,A000346023,1460955600000,11:20:00,2016,ABRIL,LUNES,1460996400000,AV AVENIDA BOYACA-CL 36 S 02,ATROPELLO,KENNEDY,NA,PEATON,S,1460955600000,MASCULINO,88,PEATON,-74.140179246,4.615173949999985
808207,2542010,A000347598,1461560400000,05:00:00,2016,ABRIL,LUNES,1461578400000,KR 85-CL 8B 12,ATROPELLO,KENNEDY,NA,PEATON,NA,NA,MASCULINO,24,PEATON,-74.148851369,4.6470144620000156
808432,2543176,A000345983,1461819600000,18:55:00,2016,ABRIL,JUEVES,1461887700000,AV AVENIDA PRIMERO DE MAYO-KR 68 02,CHOQUE,PUENTE ARANDA,1,MOTOCICLISTA,N,NA,MASCULINO,36,MOTOCICLISTA,-74.128323077,4.608703334999973
808770,2529110,A000341255,1455685200000,10:00:00,2016,FEBRERO,MIERCOLES,1455721200000,AK 60-CL 63 63,CHOQUE,BARRIOS UNIDOS,1,MOTOCICLISTA,N,NA,MASCULINO,21,MOTOCICLISTA,-74.08733087500002,4.662700814999994
808786,2529125,A000341262,1455685200000,12:00:00,2016,FEBRERO,MIERCOLES,1455728400000,CL 3-KR 38 20,ATROPELLO,PUENTE ARANDA,NA,PEATON,NA,NA,MASCULINO,37,PEATON,-74.10885026900002,4.609491171000002
808803,2529145,A000341460,1455685200000,07:00:00,2016,FEBRERO,MIERCOLES,1455710400000,AV AVENIDA PRIMERO DE MAYO-KR 19C 41,CAIDA DE OCUPANTE,RAFAEL URIBE URIBE,1,PASAJERO,S,1455858000000,FEMENINO,59,PASAJERO,-74.1044,4.583300000000008
808848,2529186,A000341109,1455685200000,01:20:00,2016,FEBRERO,MIERCOLES,1455690000000,DG 43-KR 13F S 66,CHOQUE,RAFAEL URIBE URIBE,1,MOTOCICLISTA,S,1455771600000,MASCULINO,22,MOTOCICLISTA,-74.11993181499997,4.571164811000017
808853,2529191,A000341166,1455685200000,19:40:00,2016,FEBRERO,MIERCOLES,1455756000000,KR 13F-CL 57 S 22,ATROPELLO,TUNJUELITO,NA,PEATON,S,1455858000000,MASCULINO,60,PEATON,-74.130470489,4.562109777999979
808891,2542663,A000347568,1461646800000,06:30:00,2016,ABRIL,MARTES,1461670200000,KR 90-CL 83D 17,ATROPELLO,ENGATIVA,NA,PEATON,NA,NA,FEMENINO,39,PEATON,-74.10125602599999,4.707774002000008
809836,2543627,A000347276,1461906000000,13:30:00,2016,ABRIL,VIERNES,1461954600000,CL 100-KR 21 02,ATROPELLO,CHAPINERO,NA,PEATON,S,1461906000000,MASCULINO,72,PEATON,-74.0548,4.68610000000001
809996,2542933,A000346430,1461560400000,21:00:00,2016,ABRIL,LUNES,1461636000000,DG 45-KR 3 SE 02,VOLCAMIENTO,SAN CRISTOBAL,1,MOTOCICLISTA,N,NA,MASCULINO,18,MOTOCICLISTA,-74.096276165,4.546381153000027
810511,2559490,A000406702,1468472400000,07:00:00,2016,JULIO,JUEVES,1468497600000,CL 24-KR 46 02,ATROPELLO,TEUSAQUILLO,NA,PEATON,NA,NA,FEMENINO,72,PEATON,-74.09575718100001,4.635034994000023
810609,2545202,A000399479,1462597200000,14:40:00,2016,MAYO,SABADO,1462650000000,AV AVENIDA CARACAS-CL 19 43,ATROPELLO,LOS MARTIRES,NA,PEATON,S,1463893200000,SIN INFORMACION,21,PEATON,-74.07613194599998,4.609013393999987
810613,2545206,A000347607,1462683600000,09:30:00,2016,MAYO,DOMINGO,1462717800000,DG 48-TR 19 S 02,ATROPELLO,TUNJUELITO,NA,PEATON,S,1462683600000,MASCULINO,72,PEATON,-74.12740000000002,4.569999999999993
810657,2545250,A000346986,1462597200000,21:20:00,2016,MAYO,SABADO,1462674000000,KR 54-DG 51 S 02,CHOQUE,TUNJUELITO,1,MOTOCICLISTA,S,1462597200000,MASCULINO,25,MOTOCICLISTA,-74.14208338600002,4.590265448000025
810838,2558906,A000405036,1468126800000,00:19:00,2016,JULIO,DOMINGO,1468127940000,AV AVENIDA CARACAS-CL 111 S 02,CHOQUE,USME,1,MOTOCICLISTA,S,1468299600000,MASCULINO,26,MOTOCICLISTA,-74.11883294500001,4.491704116999983
811109,2558324,A000405144,1467954000000,04:45:00,2016,JULIO,VIERNES,1467971100000,AV AVENIDA CARACAS-CL 50 S 02,CHOQUE,USME,2,PASAJERO,NA,NA,FEMENINO,21,MOTOCICLISTA,-74.1209,4.543999999999983
811122,2559182,A000405964,1468299600000,18:15:00,2016,JULIO,MARTES,1468365300000,CL 13-KR 16 02,ATROPELLO,LOS MARTIRES,NA,PEATON,S,1474088400000,FEMENINO,63,PEATON,-74.081687795,4.60507839600001
811576,2545284,A000400004,1462683600000,23:00:00,2016,MAYO,DOMINGO,1462766400000,KR 30-CL 9 02,ATROPELLO,PUENTE ARANDA,NA,PEATON,S,1462856400000,SIN INFORMACION,NA,PEATON,-74.09565447199998,4.609726048000027
