OBJECTID;CODIGO_ACCIDENTADO;FORMULARIO;FECHA_OCURRENCIA_ACC;HORA_OCURRENCIA_ACC;ANO_OCURRENCIA_ACC;MES_OCURRENCIA_ACC;DIA_OCURRENCIA_ACC;FECHA_HORA_ACC;DIRECCION;CLASE_ACC;LOCALIDAD;CODIGO_VEHICULO;CONDICION;MUERTE_POSTERIOR;FECHA_POSTERIOR_MUERTE;GENERO;EDAD;CONDICION_A
1293196;2385843;A1429920;1,39253E+12;13:15:00;2014;FEBRERO;DOMINGO;1,39257E+12;KR 69-CL77 02;CHOQUE;ENGATIVA;2;MOTOCICLISTA;NA;NA;MASCULINO;29;MOTOCICLISTA
1293222;2385869;A1429921;1,39253E+12;21:18:00;2014;FEBRERO;DOMINGO;1,3926E+12;CL 115-KR 6H SE 02;ATROPELLO;USME;NA;PEATON;NA;NA;MASCULINO;NA;PEATON
1293368;2386959;A1430575;1,39287E+12;8:00:00;2014;FEBRERO;JUEVES;1,3929E+12;AV AVENIDA CIUDAD DE CALI-CL 15A 22;ATROPELLO;KENNEDY;NA;PEATON;S;1,40203E+12;MASCULINO;71;PEATON
1293517;2386164;A1430116;1,39261E+12;15:50:00;2014;FEBRERO;LUNES;1,39267E+12;KR 68G-CL 43B S 06;CHOQUE;KENNEDY;2;MOTOCICLISTA;NA;NA;FEMENINO;31;MOTOCICLISTA
1294177;2386776;A1430366;1,39279E+12;21:15:00;2014;FEBRERO;MIERCOLES;1,39286E+12;CL 19-KR9 18;CHOQUE;SANTA FE;NA;PEATON;S;1,39287E+12;MASCULINO;83;PEATON
1294318;2386981;A1430633;1,39287E+12;6:30:00;2014;FEBRERO;JUEVES;1,3929E+12;CL 48C-KR21 S 02;ATROPELLO;TUNJUELITO;NA;PEATON;S;1,39287E+12;MASCULINO;83;PEATON
1294426;2388024;A1431016;1,39322E+12;18:20:00;2014;FEBRERO;LUNES;1,39328E+12;CL 13-KR53 02;ATROPELLO;PUENTE ARANDA;NA;PEATON;S;1,39322E+12;FEMENINO;74;PEATON
1294520;2387182;A1429555;1,39296E+12;1:09:00;2014;FEBRERO;VIERNES;1,39296E+12;AC 100-KR11A 35;VOLCAMIENTO;CHAPINERO;1;MOTOCICLISTA;NA;NA;MASCULINO;36;MOTOCICLISTA
1294920;2372567;A1419052;1,38631E+12;5:30:00;2013;DICIEMBRE;VIERNES;1,38633E+12;AV AVENIDA PRIMERA DE MAYO-KR 14 24;ATROPELLO;ANTONIO NARINO;NA;PEATON;S;1,38631E+12;MASCULINO;51;PEATON
1295403;2388072;A1431174;1,3933E+12;10:00:00;2014;FEBRERO;MARTES;1,39334E+12;AV AVENIDA PRIMERA DE MAYO-KR 50 17;ATROPELLO;PUENTE ARANDA;NA;PEATON;S;1,39339E+12;MASCULINO;26;PEATON
1295500;2388172;A1431123;1,39339E+12;10:35:00;2014;FEBRERO;MIERCOLES;1,39343E+12;AV AVENIDA BOYACA-CL 127 02;CHOQUE;SUBA;2;MOTOCICLISTA;NA;NA;MASCULINO;61;MOTOCICLISTA
1295703;2372419;A1419895;1,38622E+12;13:22:00;2013;DICIEMBRE;JUEVES;1,38627E+12;KR 9-CL 50 S 45;ATROPELLO;RAFAEL URIBE URIBE;NA;PEATON;NA;NA;MASCULINO;41;PEATON
1296249;2388921;A1431591;1,39365E+12;22:30:00;2014;MARZO;SABADO;1,39373E+12;AV AVENIDA PRIMERO DE MAYO-KR 6 45;CAIDA DE OCUPANTE;SAN CRISTOBAL;1;PASAJERO;S;1,39374E+12;MASCULINO;26;PASAJERO
1296639;2373360;A1420953;1,38665E+12;6:50:00;2013;DICIEMBRE;MARTES;1,38668E+12;AV AVENIDA CIUDAD DE QUITO-CL 68 02;CHOQUE;BARRIOS UNIDOS;2;MOTOCICLISTA;NA;NA;MASCULINO;31;MOTOCICLISTA
1296896;2373627;A1420501;1,38674E+12;2:10:00;2013;DICIEMBRE;MIERCOLES;1,38675E+12;AK 9-CL158A 02;CHOQUE;USAQUEN;1;CONDUCTOR;NA;NA;MASCULINO;24;CONDUCTOR
1296897;2373628;A1420501;1,38674E+12;2:10:00;2013;DICIEMBRE;MIERCOLES;1,38675E+12;AK 9-CL158A 02;CHOQUE;USAQUEN;1;PASAJERO;NA;NA;MASCULINO;23;PASAJERO
1296999;2388683;A1430691;1,39356E+12;11:45:00;2014;FEBRERO;VIERNES;1,39361E+12;AK 10-CL 13 02;ATROPELLO;CANDELARIA;NA;PEATON;S;1,40186E+12;MASCULINO;55;PEATON
1297074;2388759;A1431203;1,39365E+12;12:00:00;2014;MARZO;SABADO;1,39369E+12;KR 92-CL 154 02;ATROPELLO;SUBA;NA;PEATON;NA;NA;FEMENINO;79;PEATON
1297080;2388765;A1422170;1,39356E+12;18:35:00;2014;FEBRERO;VIERNES;1,39363E+12;AK 103-CL 24 16;OTRO;FONTIBON;NA;PEATON;NA;NA;MASCULINO;24;PEATON
1297273;2389963;A1431205;1,39408E+12;18:10:00;2014;MARZO;JUEVES;1,39415E+12;CL 15-KR27 12;ATROPELLO;LOS MARTIRES;NA;PEATON;NA;NA;FEMENINO;49;PEATON
1297589;2374323;A1421472;1,38708E+12;9:05:00;2013;DICIEMBRE;DOMINGO;1,38712E+12;AV AVENIDA BOYACA-CL 12 15;CHOQUE;KENNEDY;1;PASAJERO;NA;NA;MASCULINO;58;MOTOCICLISTA
1297595;2374329;A1420954;1,38708E+12;1:55:00;2013;DICIEMBRE;DOMINGO;1,38709E+12;AV AVENIDA CENTENARIO-KR 96G 64;ATROPELLO;FONTIBON;NA;PEATON;NA;NA;MASCULINO;31;PEATON
1297599;2374333;A1425688;1,387E+12;19:15:00;2013;DICIEMBRE;SABADO;1,38707E+12;AV AVENIDA DE LAS AMERICAS-KR 68F 59;ATROPELLO;KENNEDY;NA;PEATON;NA;NA;MASCULINO;26;PEATON
1297607;2374341;A1421130;1,387E+12;17:55:00;2013;DICIEMBRE;SABADO;1,38706E+12;CL 42-KR 11 SE 27;CHOQUE;SAN CRISTOBAL;2;MOTOCICLISTA;NA;NA;MASCULINO;31;MOTOCICLISTA
1297958;2389655;A1431204;1,394E+12;19:05:00;2014;MARZO;MIERCOLES;1,39406E+12;AV AVENIDA BOYACA-CL 39H S 18;ATROPELLO;KENNEDY;NA;PEATON;NA;NA;MASCULINO;65;PEATON
1298021;2389719;A1431041;1,394E+12;13:35:00;2014;MARZO;MIERCOLES;1,39404E+12;CL 51-KR12B S 39;ATROPELLO;TUNJUELITO;NA;PEATON;S;1,394E+12;MASCULINO;75;PEATON
1298178;2390872;A1432191;1,39443E+12;7:50:00;2014;MARZO;LUNES;1,39446E+12;CL 71-KR4 S 02;ATROPELLO;USME;NA;PEATON;S;1,3959E+12;MASCULINO;54;PEATON
1298324;2391031;A1433040;1,39451E+12;12:30:00;2014;MARZO;MARTES;1,39456E+12;CL 78-KR 69K 14;ATROPELLO;ENGATIVA;NA;PEATON;NA;NA;FEMENINO;70;PEATON
1298958;2390656;A1432988;1,39434E+12;11:20:00;2014;MARZO;DOMINGO;1,39438E+12;CL 17-KR107 28;ATROPELLO;FONTIBON;NA;PEATON;S;1,39495E+12;MASCULINO;68;PEATON
1299298;2392009;A1433257;1,39486E+12;21:15:00;2014;MARZO;SABADO;1,39494E+12;AV AVENIDA CARACAS-CL 8 02;ATROPELLO;LOS MARTIRES;NA;PEATON;S;1,39598E+12;FEMENINO;41;PEATON
1299674;2376412;A1422360;1,38786E+12;0:55:00;2013;DICIEMBRE;MARTES;1,38786E+12;AC 3-KR 24 33;ATROPELLO;LOS MARTIRES;NA;PEATON;NA;NA;MASCULINO;59;PEATON
1299679;2376417;A1421831;1,38777E+12;12:58:00;2013;DICIEMBRE;LUNES;1,38782E+12;AK 45-CL 106 09;CHOQUE;SUBA;1;MOTOCICLISTA;NA;NA;MASCULINO;30;MOTOCICLISTA
1299691;2376429;A1421830;1,3876E+12;17:20:00;2013;DICIEMBRE;SABADO;1,38766E+12;CL 23G-KR 104B 02;CHOQUE;FONTIBON;2;PASAJERO;NA;NA;MASCULINO;32;MOTOCICLISTA
1299868;2377537;A1421615;1,38838E+12;8:15:00;2013;DICIEMBRE;LUNES;1,38841E+12;KR 9-CL134 02;ATROPELLO;USAQUEN;NA;PEATON;S;1,38847E+12;MASCULINO;87;PEATON
1300166;2392883;A1433041;1,39521E+12;8:30:00;2014;MARZO;MIERCOLES;1,39524E+12;AV AVENIDA CENTENARIO-KR 106 02;ATROPELLO;FONTIBON;NA;PEATON;NA;NA;MASCULINO;74;PEATON
1300258;2392974;A1434074;1,39521E+12;16:40:00;2014;MARZO;MIERCOLES;1,39527E+12;KR 33-DG58 S 02;ATROPELLO;TUNJUELITO;NA;PEATON;S;1,39529E+12;MASCULINO;72;PEATON
1300523;2377261;A1421591;1,38821E+12;22:30:00;2013;DICIEMBRE;SABADO;1,38829E+12;CL 144-KR 141ABISA 02;ATROPELLO;SUBA;NA;PEATON;NA;NA;MASCULINO;56;PEATON
1300831;2377572;A1422724;1,38838E+12;12:35:00;2013;DICIEMBRE;LUNES;1,38842E+12;CL 187-KR18A 05;CHOQUE;USAQUEN;2;CICLISTA;S;1,38838E+12;MASCULINO;33;CICLISTA
1301189;2393908;A1433968;1,39572E+12;6:40:00;2014;MARZO;MARTES;1,39575E+12;AK 72-CL 11F 02;CHOQUE;KENNEDY;2;PASAJERO;NA;NA;MASCULINO;49;MOTOCICLISTA
1301302;2394020;A1434086;1,39572E+12;12:16:00;2014;MARZO;MARTES;1,39577E+12;KR 73-CL37D S 02;CHOQUE;KENNEDY;2;CICLISTA;S;1,39572E+12;MASCULINO;58;CICLISTA
1301861;2393588;A1434481;1,39564E+12;18:25:00;2014;MARZO;LUNES;1,3957E+12;AV AVENIDA CIUDAD DE CALI-CL 141A 02;ATROPELLO;SUBA;NA;PEATON;NA;NA;MASCULINO;60;PEATON
1301875;2393602;A1433045;1,39546E+12;13:52:00;2014;MARZO;SABADO;1,39551E+12;AV AVENIDA BOYACA-CL 11A 02;ATROPELLO;KENNEDY;NA;PEATON;NA;NA;MASCULINO;53;PEATON
1301885;2393612;A1434085;1,39546E+12;16:16:00;2014;MARZO;SABADO;1,39552E+12;AV AVENIDA BOYACA-CL 5A 02;ATROPELLO;KENNEDY;NA;PEATON;S;1,39546E+12;MASCULINO;81;PEATON
1301886;2393613;A1434085;1,39546E+12;16:16:00;2014;MARZO;SABADO;1,39552E+12;AV AVENIDA BOYACA-CL 5A 02;ATROPELLO;KENNEDY;NA;PEATON;S;1,39546E+12;FEMENINO;85;PEATON
1301890;2393617;A1434291;1,39546E+12;19:30:00;2014;MARZO;SABADO;1,39553E+12;AV AVENIDA BOYACA-CL 65 S 02;CHOQUE;CIUDAD BOLIVAR;2;CONDUCTOR;NA;NA;MASCULINO;70;CONDUCTOR
1301929;2393657;A1433046;1,39546E+12;21:00:00;2014;MARZO;SABADO;1,39554E+12;KR 89B-CL 56 S 54;CAIDA DE OCUPANTE;BOSA;1;PASAJERO;NA;NA;FEMENINO;18;PASAJERO
1301952;2393680;A1434462;1,39555E+12;19:30:00;2014;MARZO;DOMINGO;1,39562E+12;AV AVENIDA DE LAS AMERICAS-KR 60 02;CHOQUE;PUENTE ARANDA;1;PASAJERO;S;1,40782E+12;MASCULINO;71;PASAJERO
1301953;2393681;A1434462;1,39555E+12;19:30:00;2014;MARZO;DOMINGO;1,39562E+12;AV AVENIDA DE LAS AMERICAS-KR 60 02;CHOQUE;PUENTE ARANDA;2;PASAJERO;S;1,39564E+12;MASCULINO;28;MOTOCICLISTA
1301967;2394683;A1434768;1,39581E+12;16:10:00;2014;MARZO;MIERCOLES;1,39587E+12;CL 23-KR32A 02;ATROPELLO;TEUSAQUILLO;NA;PEATON;S;1,39581E+12;MASCULINO;81;PEATON
1302183;2395089;A1434445;1,39598E+12;13:40:00;2014;MARZO;VIERNES;1,39603E+12;AK 70-CL74B 02;ATROPELLO;ENGATIVA;NA;PEATON;S;1,39598E+12;FEMENINO;73;PEATON
1302184;2395090;A1434616;1,39598E+12;14:15:00;2014;MARZO;VIERNES;1,39603E+12;KR 27-CL46 S 18;ATROPELLO;RAFAEL URIBE URIBE;NA;PEATON;S;1,39624E+12;MASCULINO;93;PEATON
1302433;2395027;A1435115;1,39503E+12;12:45:00;2014;MARZO;LUNES;1,39508E+12;CL 40B-KR88H S 05;AUTOLESION;KENNEDY;1;CICLISTA;S;1,39624E+12;MASCULINO;73;CICLISTA
1302819;2394608;A1433453;1,3959E+12;5:42:00;2014;MARZO;JUEVES;1,39592E+12;KR 72M-CL 43 S 02;CHOQUE;KENNEDY;1;MOTOCICLISTA;NA;NA;MASCULINO;29;MOTOCICLISTA
1302822;2394611;A1433453;1,3959E+12;5:42:00;2014;MARZO;JUEVES;1,39592E+12;KR 72M-CL 43 S 02;CHOQUE;KENNEDY;1;PASAJERO;S;1,40264E+12;MASCULINO;23;MOTOCICLISTA
1302864;2394654;A1433454;1,3959E+12;18:45:00;2014;MARZO;JUEVES;1,39596E+12;KR 36-CL 3 02;CHOQUE;PUENTE ARANDA;2;MOTOCICLISTA;NA;NA;MASCULINO;38;MOTOCICLISTA
1302866;2394656;A1434497;1,3959E+12;18:50:00;2014;MARZO;JUEVES;1,39596E+12;CL 54-KR94 S 02;CHOQUE;BOSA;2;CICLISTA;S;1,39659E+12;MASCULINO;43;CICLISTA
1303155;2379993;A1423115;1,38993E+12;7:09:00;2014;ENERO;VIERNES;1,38996E+12;KR 27-CL35B S 60;CHOQUE;RAFAEL URIBE URIBE;1;MOTOCICLISTA;NA;NA;MASCULINO;22;MOTOCICLISTA
1303208;2380045;A1419894;1,38993E+12;4:20:00;2014;ENERO;VIERNES;1,38995E+12;AV AVENIDA BOYACA-DG 69F S 02;CHOQUE;USME;2;PASAJERO;NA;NA;FEMENINO;29;PASAJERO
1303279;2380116;A1432770;1,38993E+12;14:00:00;2014;ENERO;VIERNES;1,38999E+12;CL 6-KR71D S 43;CAIDA DE OCUPANTE;KENNEDY;1;PASAJERO;S;1,39011E+12;FEMENINO;31;PASAJERO
1303384;2380221;A1423410;1,39011E+12;6:20:00;2014;ENERO;DOMINGO;1,39013E+12;CL 66-KR 19 02;CHOQUE;BARRIOS UNIDOS;2;MOTOCICLISTA;NA;NA;MASCULINO;26;MOTOCICLISTA
1303445;2380282;A1427620;1,39011E+12;22:10:00;2014;ENERO;DOMINGO;1,39019E+12;AV AVENIDA BOYACA-CL 6D 02;ATROPELLO;KENNEDY;NA;PEATON;NA;NA;MASCULINO;54;PEATON
1303572;2364435;A1392563;1,38086E+12;19:40:00;2013;OCTUBRE;VIERNES;1,38093E+12;KR 10-CL19 02;ATROPELLO;SANTA FE;NA;PEATON;S;1,38173E+12;MASCULINO;47;PEATON
1303902;2379743;A1422535;1,38976E+12;20:40:00;2014;ENERO;MIERCOLES;1,38984E+12;AK 30-CL 22A 02;ATROPELLO;PUENTE ARANDA;NA;PEATON;NA;NA;MASCULINO;35;PEATON
1304062;2379906;A1432672;1,38985E+12;12:45:00;2014;ENERO;JUEVES;1,38989E+12;TR 5P-CL48X S 02;CAIDA DE OCUPANTE;RAFAEL URIBE URIBE;1;PASAJERO;S;1,39011E+12;MASCULINO;50;PASAJERO
1304368;2397129;A1433798;1,39685E+12;7:00:00;2014;ABRIL;LUNES;1,39687E+12;CL 54-KR13A S 02;ATROPELLO;TUNJUELITO;NA;PEATON;S;1,39737E+12;MASCULINO;21;PEATON
1304572;2381361;A1427653;1,39054E+12;10:00:00;2014;ENERO;VIERNES;1,39058E+12;DG 57Z-KR75 S 02;CHOQUE;CIUDAD BOLIVAR;3;MOTOCICLISTA;NA;NA;MASCULINO;18;MOTOCICLISTA
1304613;2381402;A1423381;1,39045E+12;15:10:00;2014;ENERO;JUEVES;1,39051E+12;CL 9D-KR69B 13;ATROPELLO;KENNEDY;NA;PEATON;S;1,39063E+12;MASCULINO;75;PEATON
1304741;2381535;A1428272;1,39063E+12;23:40:00;2014;ENERO;SABADO;1,39071E+12;AC 13-KR 123 28;ATROPELLO;FONTIBON;NA;PEATON;NA;NA;MASCULINO;48;PEATON
1304964;2396733;A1435116;1,39676E+12;20:20:00;2014;ABRIL;DOMINGO;1,39683E+12;AV AVENIDA CARACAS-CL 7 02;ATROPELLO;SANTA FE;NA;PEATON;NA;NA;MASCULINO;58;PEATON
1305063;2397831;A1435919;1,39702E+12;13:00:00;2014;ABRIL;MIERCOLES;1,39707E+12;KR 73B-CL6A 02;ATROPELLO;KENNEDY;NA;PEATON;S;1,39728E+12;MASCULINO;83;PEATON
1305184;2398892;A1436596;1,39754E+12;5:18:00;2014;ABRIL;MARTES;1,39756E+12;CL 67-KR19G S 02;CHOQUE;CIUDAD BOLIVAR;2;CICLISTA;S;1,39762E+12;MASCULINO;20;CICLISTA
1305338;2398116;A1436219;1,39719E+12;6:20:00;2014;ABRIL;VIERNES;1,39722E+12;KR 78B-CL36 S 02;CHOQUE;KENNEDY;2;MOTOCICLISTA;S;1,39728E+12;MASCULINO;30;MOTOCICLISTA
1305394;2398172;A1435850;1,39728E+12;9:55:00;2014;ABRIL;SABADO;1,39731E+12;TR 93-CL65 12;CHOQUE;ENGATIVA;2;MOTOCICLISTA;NA;NA;MASCULINO;25;MOTOCICLISTA
1305405;2398183;A1436470;1,39737E+12;9:30:00;2014;ABRIL;DOMINGO;1,3974E+12;AV AVENIDA DEL SUR-CL 53A S 77;ATROPELLO;TUNJUELITO;NA;PEATON;NA;NA;MASCULINO;60;PEATON
1305416;2398194;A1436464;1,39737E+12;0:10:00;2014;ABRIL;DOMINGO;1,39737E+12;DG 61-KR23 S 02;ATROPELLO;CIUDAD BOLIVAR;NA;PEATON;S;1,3978E+12;MASCULINO;21;PEATON
1305430;2399138;A1436987;1,39788E+12;23:35:00;2014;ABRIL;SABADO;1,39797E+12;AV AVENIDA CIRCUNVALAR-CL 53 02;CHOQUE;CHAPINERO;1;CICLISTA;NA;NA;MASCULINO;17;CICLISTA
1305484;2399193;A1436916;1,39771E+12;8:25:00;2014;ABRIL;JUEVES;1,39774E+12;AV AVENIDA CIUDAD DE CALI-CL 72 02;CHOQUE;ENGATIVA;1;MOTOCICLISTA;S;1,3978E+12;MASCULINO;24;MOTOCICLISTA
1305513;2382309;A1428319;1,3908E+12;13:50:00;2014;ENERO;LUNES;1,39085E+12;KR 79-CL38C S 02;ATROPELLO;KENNEDY;NA;PEATON;S;1,39158E+12;FEMENINO;65;PEATON
1305534;2382330;A1428112;1,39097E+12;12:00:00;2014;ENERO;MIERCOLES;1,39101E+12;CL 76-KR15 02;CAIDA DE OCUPANTE;CHAPINERO;1;PASAJERO;S;1,39097E+12;MASCULINO;73;PASAJERO
1305551;2383275;A1423078;1,38864E+12;19:00:00;2014;ENERO;JUEVES;1,38871E+12;CL 54C-KR87 S 02;CHOQUE;BOSA;2;MOTOCICLISTA;NA;NA;MASCULINO;26;MOTOCICLISTA
1305565;2382361;A1428375;1,39097E+12;16:05:00;2014;ENERO;MIERCOLES;1,39103E+12;AV AVENIDA BOYACA-CL 65A S 12;ATROPELLO;CIUDAD BOLIVAR;NA;PEATON;S;1,39114E+12;FEMENINO;71;PEATON
1306031;2397812;A1435836;1,39719E+12;1:00:00;2014;ABRIL;VIERNES;1,3972E+12;AV AVENIDA BOYACA-CL 39F S 20;ATROPELLO;KENNEDY;NA;PEATON;S;1,39719E+12;FEMENINO;25;PEATON
1306087;2398868;A1435851;1,39754E+12;18:20:00;2014;ABRIL;MARTES;1,3976E+12;TR 93-CL63 10;VOLCAMIENTO;ENGATIVA;1;PASAJERO;NA;NA;FEMENINO;58;MOTOCICLISTA
1306358;2399140;A1435852;1,39771E+12;19:35:00;2014;ABRIL;JUEVES;1,39778E+12;AK 30-CL10 80;ATROPELLO;LOS MARTIRES;NA;PEATON;NA;NA;MASCULINO;71;PEATON
1306366;2399148;A1436986;1,39788E+12;18:45:00;2014;ABRIL;SABADO;1,39795E+12;DG 41A-KR 26 S 02;CHOQUE;RAFAEL URIBE URIBE;2;PASAJERO;NA;NA;MASCULINO;23;MOTOCICLISTA
1306376;2399158;A1437045;1,39797E+12;6:10:00;2014;ABRIL;DOMINGO;1,39799E+12;AV AVENIDA DEL SUR-CL 65 S 02;ATROPELLO;BOSA;NA;PEATON;NA;NA;MASCULINO;12;PEATON
1306398;2399180;A1436789;1,39771E+12;3:30:00;2014;ABRIL;JUEVES;1,39772E+12;KR 30-CL9 02;ATROPELLO;LOS MARTIRES;NA;PEATON;S;1,39771E+12;MASCULINO;45;PEATON
1306406;2399188;A1437046;1,39806E+12;0:03:00;2014;ABRIL;LUNES;1,39806E+12;TR 50-CL 73B S 34;CHOQUE;CIUDAD BOLIVAR;1;PASAJERO;NA;NA;FEMENINO;19;MOTOCICLISTA
1306771;2383577;A1428832;1,39149E+12;20:10:00;2014;FEBRERO;MARTES;1,39156E+12;CL 38-KR89 S 02;CHOQUE;KENNEDY;2;PASAJERO;S;1,39158E+12;FEMENINO;46;CICLISTA
1307215;2400940;A1437700;1,39866E+12;4:10:00;2014;ABRIL;LUNES;1,39868E+12;CL 52C-KR5B S 41;CAIDA DE OCUPANTE;RAFAEL URIBE URIBE;1;PASAJERO;NA;NA;FEMENINO;26;MOTOCICLISTA
1307226;2400016;A1437071;1,39814E+12;5:45:00;2014;ABRIL;MARTES;1,39816E+12;KR 24-CL9 02;ATROPELLO;LOS MARTIRES;NA;PEATON;S;1,39918E+12;FEMENINO;26;PEATON
1307282;2401007;A1437403;1,39857E+12;18:20:00;2014;ABRIL;DOMINGO;1,39864E+12;AC 26-KR71 02;ATROPELLO;ENGATIVA;NA;PEATON;NA;NA;MASCULINO;20;PEATON
1307455;2403280;A1438397;1,39944E+12;11:30:00;2014;MAYO;MIERCOLES;1,39948E+12;KR 111A-CL16 81;CHOQUE;FONTIBON;NA;PEATON;NA;NA;FEMENINO;83;PEATON
1307479;2384286;A1428590;1,39184E+12;10:00:00;2014;FEBRERO;SABADO;1,39187E+12;CL 70-KR48A S 38;VOLCAMIENTO;CIUDAD BOLIVAR;2;CICLISTA;NA;NA;MASCULINO;26;CICLISTA
1307822;2399620;A1436988;1,39806E+12;17:40:00;2014;ABRIL;LUNES;1,39812E+12;AC 17-KR81B 02;VOLCAMIENTO;FONTIBON;1;PASAJERO;NA;NA;FEMENINO;28;MOTOCICLISTA
1307898;2400632;A1437058;1,3984E+12;23:15:00;2014;ABRIL;VIERNES;1,39849E+12;AV AVENIDA BOYACA-CL 38 S 34;CHOQUE;KENNEDY;2;MOTOCICLISTA;S;1,39849E+12;MASCULINO;21;MOTOCICLISTA
1308020;2400755;A1437047;1,39849E+12;18:30:00;2014;ABRIL;SABADO;1,39856E+12;CL 13-KR 21 02;ATROPELLO;LOS MARTIRES;NA;PEATON;NA;NA;MASCULINO;19;PEATON
1308045;2400842;A1437010;1,3984E+12;19:00:00;2014;ABRIL;VIERNES;1,39847E+12;AV AVENIDA BOYACA-CL 11A 02;ATROPELLO;KENNEDY;NA;PEATON;S;1,39918E+12;MASCULINO;23;PEATON
1308230;2401028;A1436947;1,3984E+12;22:15:00;2014;ABRIL;VIERNES;1,39848E+12;CL 161-KR7 45;CHOQUE;USAQUEN;NA;PEATON;S;1,3984E+12;MASCULINO;49;PEATON
1308573;2385389;A1428591;1,39227E+12;6:50:00;2014;FEBRERO;JUEVES;1,39229E+12;KR 4-CL6D 02;ATROPELLO;CANDELARIA;NA;PEATON;NA;NA;MASCULINO;62;PEATON
1308641;2386396;A1430076;1,3927E+12;10:00:00;2014;FEBRERO;MARTES;1,39274E+12;AV AVENIDA BOYACA-CL 69B 37;ATROPELLO;ENGATIVA;NA;PEATON;NA;NA;MASCULINO;60;PEATON
1308642;2386397;A1429922;1,3927E+12;11:40:00;2014;FEBRERO;MARTES;1,39274E+12;CL 80-KR 111C 05;CHOQUE;ENGATIVA;1;CONDUCTOR;NA;NA;MASCULINO;41;CONDUCTOR
1308756;2385580;A1429590;1,39227E+12;6:38:00;2014;FEBRERO;JUEVES;1,39229E+12;AV AVENIDA CIUDAD DE CALI-CL 88 02;CHOQUE;ENGATIVA;2;PASAJERO;S;1,39227E+12;FEMENINO;59;CICLISTA
1308795;2400602;A1429742;1,3984E+12;7:00:00;2014;ABRIL;VIERNES;1,39843E+12;AV AVENIDA CARACAS-CL 36 S 02;ATROPELLO;RAFAEL URIBE URIBE;NA;PEATON;S;1,3984E+12;MASCULINO;73;PEATON
1308926;2400735;A1436349;1,39849E+12;15:45:00;2014;ABRIL;SABADO;1,39855E+12;KR 68-CL 1 S 09;VOLCAMIENTO;KENNEDY;2;MOTOCICLISTA;NA;NA;MASCULINO;54;MOTOCICLISTA
1308935;2400744;A1436471;1,39849E+12;23:00:00;2014;ABRIL;SABADO;1,39857E+12;AK 19-CL127A 28;CHOQUE;USAQUEN;2;MOTOCICLISTA;NA;NA;MASCULINO;42;MOTOCICLISTA
1308938;2400747;A1437092;1,39849E+12;6:35:00;2014;ABRIL;SABADO;1,39851E+12;CL 48A-KR 79F S 42;VOLCAMIENTO;KENNEDY;1;CICLISTA;NA;NA;MASCULINO;32;CICLISTA
1309323;2402167;A1437681;1,39918E+12;18:25:00;2014;MAYO;DOMINGO;1,39925E+12;AV AVENIDA BOYACA-CL 71A 57;ATROPELLO;ENGATIVA;NA;PEATON;NA;NA;FEMENINO;49;PEATON
1309573;2386400;A1429922;1,3927E+12;11:40:00;2014;FEBRERO;MARTES;1,39274E+12;CL 80-KR 111C 05;CHOQUE;ENGATIVA;1;PASAJERO;NA;NA;MASCULINO;48;PASAJERO
1309978;2401819;A1438029;1,39892E+12;5:20:00;2014;MAYO;JUEVES;1,39894E+12;KR 30-CL68 02;ATROPELLO;BARRIOS UNIDOS;1;PASAJERO;S;1,39953E+12;MASCULINO;31;PASAJERO
1309979;2401820;A1436626;1,39883E+12;17:20:00;2014;ABRIL;MIERCOLES;1,3989E+12;AV AVENIDA BOYACA-CL 33 S 53;CAIDA DE OCUPANTE;TUNJUELITO;1;PASAJERO;S;1,39883E+12;MASCULINO;16;PASAJERO
1310414;2402269;A1438225;1,39918E+12;0:20:00;2014;MAYO;DOMINGO;1,39918E+12;AV AVENIDA PRIMERO DE MAYO-CL 4B 65;CAIDA DE OCUPANTE;RAFAEL URIBE URIBE;1;PASAJERO;S;1,39944E+12;MASCULINO;54;PASAJERO
1310453;2387294;A1429749;1,39305E+12;12:25:00;2014;FEBRERO;SABADO;1,39309E+12;AV AVENIDA CENTENARIO-KR 123B 10;CHOQUE;FONTIBON;2;MOTOCICLISTA;NA;NA;MASCULINO;23;MOTOCICLISTA
1310462;2387303;A1430078;1,39305E+12;11:58:00;2014;FEBRERO;SABADO;1,39309E+12;AV AVENIDA BOYACA-CL 53 02;ATROPELLO;ENGATIVA;NA;PEATON;NA;NA;FEMENINO;13;PEATON
1310477;2387318;A1430527;1,39305E+12;11:30:00;2014;FEBRERO;SABADO;1,39309E+12;CL 26-KR 32A 60;CHOQUE;TEUSAQUILLO;NA;PEATON;NA;NA;MASCULINO;NA;PEATON
1310489;2387330;A1430111;1,39305E+12;7:45:00;2014;FEBRERO;SABADO;1,39307E+12;KR 50-CL59 02;OTRO;TEUSAQUILLO;1;MOTOCICLISTA;S;1,39305E+12;MASCULINO;44;MOTOCICLISTA
1310508;2387349;A1429750;1,39313E+12;1:34:00;2014;FEBRERO;DOMINGO;1,39314E+12;AV AVENIDA BOYACA-CL 73A 04;ATROPELLO;ENGATIVA;NA;PEATON;NA;NA;MASCULINO;29;PEATON
